area,bedrooms,age,price
2183,4,18,229000
1604,3,68,117000
1829,3,7,237000
1216,2,61,118500
1935,3,0,263435
1134,2,47,135000
1786,3,43,228950
790,2,78,91000
1152,3,46,180500
958,2,33,143750
1920,4,38,170000
1728,6,43,119000
2596,4,0,342643
1012,2,87,118400
1484,3,4,174000
912,2,46,144000
1767,2,19,239000
1212,3,29,151000
768,2,37,133000
1358,2,1,224000
864,2,50,127500
1764,3,12,231500
860,2,27,137000
1221,2,5,185000
1285,3,30,143500
864,3,39,115000
1724,3,42,197900
1165,3,42,174900
2520,4,12,290000
1674,4,90,185000
1056,3,51,145000
1383,3,46,145250
2452,4,9,267000
1848,4,85,207000
729,2,73,52000
1929,3,6,226000
892,3,42,110000
902,3,40,125500
1811,2,50,230000
1960,4,57,124500
1062,3,31,146800
1717,3,91,140000
1479,3,34,130500
1710,3,15,187000
1163,3,51,126175
1362,1,16,143000
1788,3,8,236500
1742,4,127,168000
1529,4,64,98000
1152,2,53,82000
1496,3,0,179665
2110,3,16,205000
1959,5,18,171000
1392,2,1,146000
1250,3,88,116000
1048,3,58,98300
1306,1,4,196000
954,3,30,132500
1574,3,2,232000
1414,3,50,176500
1865,3,8,235000
1856,1,0,394432
2353,4,29,260000
1908,4,14,210000
2468,4,3,354000
1836,3,2,216837
1386,3,32,158900
1644,2,20,275000
1048,2,84,113000
1646,4,66,164000
1959,4,3,215000
1674,3,10,216000
1626,2,6,173000
1555,2,4,192500
1291,2,12,173000
952,2,93,121000
1500,3,5,190000
1068,3,43,154500
1479,3,4,226000
1580,3,1,235128
2042,3,1,253293
1440,4,30,150000
990,3,11,156000
2392,3,9,348000
2256,4,9,236000
1159,3,38,158000
2622,3,16,325000
1411,3,32,82500
1560,3,4,174000
2112,4,39,206900
1419,3,7,184100
2792,5,88,256000
1554,2,1,209500
1630,3,1,295493
1601,3,31,157000
1200,2,1,144152
1381,3,38,197500
1548,3,84,205000
1211,3,40,134000
1574,3,30,190000
1786,3,7,223500
1694,3,3,307000
2036,3,44,375000
1056,3,53,139400
951,2,70,106500
2555,3,86,191000
1328,3,81,107000
2113,2,13,350000
1704,3,3,306000
2117,4,38,237500
1709,3,2,137500
1721,3,13,201000
2418,3,15,341000
1342,3,42,161500
1422,3,47,139900
848,1,4,149300
1792,3,7,231500
1600,3,2,256300
1621,3,22,202500
1109,3,36,139000
1656,3,1,249700
789,2,60,115000
1453,2,20,190000
1739,3,10,172500
858,2,27,134900
1236,2,49,134450
1123,3,68,100000
894,2,73,81000
1812,4,110,140000
1086,3,56,144900
1337,2,15,180000
952,2,57,139000
1752,2,5,319900
2620,4,30,190000
1266,3,1,176000
1434,3,8,189000
901,2,54,107900
1733,3,4,225000
1501,3,9,179400
1347,3,98,107500
1986,3,44,205000
1644,3,65,146500
936,2,54,129000
1517,3,77,230000
1694,4,83,136500
1022,2,99,85000
1111,3,87,101000
2291,4,97,133900
1180,2,84,137500
1416,4,93,153900
1726,3,0,311872
1314,2,2,207500
1505,3,68,145000
1244,3,50,150000
1973,3,1,395000
1144,3,48,131400
2082,3,5,200000
1940,3,1,395192
1430,3,10,180000
884,2,24,144000
910,3,55,116000
1696,3,45,143900
1253,3,12,176000
816,2,47,110000
768,2,37,129500
1869,2,119,124900
864,3,57,129000
1661,3,12,224900
1573,3,7,227000
1252,3,98,127000
1852,3,9,230000
2374,4,4,285000
1337,2,8,153500
1124,3,52,93000
1047,2,122,100000
767,1,9,133000
1324,2,3,254000
1826,4,94,155000
1867,2,54,190000
1306,3,70,76500
1944,3,3,360000
1376,3,69,119500
960,3,36,129000
1922,3,2,377426
835,2,90,83000
864,3,39,120500
1564,3,30,171000
1464,3,0,282922
1226,3,1,198900
1118,2,86,116000
1092,3,39,88000
1368,2,1,202500
1796,4,45,140000
796,2,86,55000
3493,3,128,295000
1405,2,3,171750
1690,3,90,144000
1367,4,108,119000
1744,3,17,194500
1824,3,88,180500
1113,3,31,148000
1406,3,88,89500
3222,5,20,320000
1343,3,88,154900
1774,4,106,87000
1625,2,1,235000
1154,3,43,154000
1316,3,0,200141
1718,3,11,185000
1470,3,16,185000
1252,2,9,160000
1700,4,51,165500
1556,4,41,154000
813,2,76,110000
1886,4,8,199900
971,3,37,128500
2200,4,108,145900
1964,4,32,205000
1838,4,1,192140
1442,2,39,185000
1768,4,42,136500
2417,4,15,260000
1096,3,37,138800
1065,3,47,126500
1203,3,59,110000
1040,3,44,132250
988,3,46,128500
1953,3,4,252000
930,2,64,84900
694,2,94,90350
1094,3,55,155000
1603,3,14,175900
1571,3,16,178000
1456,3,32,146000
1639,3,72,115000
1489,3,41,185750
1683,3,31,172500
1344,3,51,137500
1992,3,5,250000
1032,3,29,148000
1145,2,4,160200
1500,3,1,173900
1505,2,56,149500
1710,3,89,140000
1468,3,1,244600
1020,2,135,94000
1566,3,2,262500
1302,3,38,112000
875,2,78,105000
1412,3,1,156932
904,1,87,61000
1456,3,1,163990
1314,3,1,176432
1640,3,4,173000
833,3,24,112000
1077,2,69,118000
1533,2,31,280000
1178,2,110,102776
1604,3,3,220000
1826,3,1,319000
1961,3,8,215000
1364,2,1,185850
1671,3,6,173000
1557,2,3,234000
1656,3,5,165400
1958,4,61,145000
864,3,44,62383
1680,3,21,222000
1776,3,1,283463
1709,3,2,130000
1801,1,51,289000
893,2,58,135000
1349,3,7,179000
2634,6,40,200000
948,3,39,108000
2285,4,7,248000
2234,1,1,501837
2093,3,22,215000
1800,3,4,312500
2263,3,7,287000
1118,3,31,171000
1144,3,45,124000
1844,3,37,223000
1140,3,0,84500
2090,3,36,200000
936,2,56,93000
1476,3,4,173500
1530,3,3,259000
1924,3,8,280000
1652,4,95,139000
1164,3,58,125000
1056,3,49,139000
1912,3,103,163000
1734,3,0,318000
1092,3,37,83500
1382,3,47,176000
1482,3,89,143000
1928,4,4,219500
1126,3,29,160000
1428,3,1,182000
1501,3,10,204000
2713,3,0,446261
1442,3,17,179900
864,3,36,120500
1040,2,59,92900
1746,3,3,377500
1573,3,78,162900
334,1,61,39300
2108,4,73,235000
912,3,43,125000
944,2,57,82000
1194,3,51,148000
816,2,71,100000
1337,2,10,181000
1392,3,33,161750
2142,4,41,193500
1344,3,70,115000
1689,3,6,271000
1039,3,45,131500
894,2,47,109500
1136,3,43,140000
960,3,53,112000
1336,3,86,108000
1002,3,39,148500
1721,3,38,180000
848,1,2,155900
784,2,84,109500
1276,3,51,60000
1266,2,1,159895
1041,3,50,124500
1111,2,82,116900
1911,3,13,215000
1635,2,96,117000
2728,4,1,437154
1479,3,9,191000
1710,3,5,208500
1922,4,6,198500
1200,2,1,151000
864,2,96,58500
2643,3,1,380000
1034,3,34,169900
2945,3,0,438780
1518,1,5,274000
1250,3,97,139000
1264,3,50,167500
2274,5,50,154300
1362,3,47,163000
1756,3,11,204000
958,2,31,128000
2069,4,48,242000
827,2,55,107500
1426,3,89,189950
2554,3,117,159500
1235,2,45,98600
1844,2,4,257000
1340,3,50,120000
1155,3,49,148000
2872,4,31,272000
2087,5,41,187500
1400,3,28,149500
1302,3,43,158000
2223,3,34,244000
980,3,39,135500
1327,3,48,150750
1541,3,5,205000
1252,3,49,142000
2134,5,93,214500
1558,3,63,140000
1459,3,5,192000
1768,3,3,226700
968,2,99,37900
1067,2,60,128000
1394,3,46,159000
1820,4,83,184000
2601,4,87,189000
1908,4,8,202900
2630,4,10,315000
1355,4,68,127500
1600,2,49,207500
1796,3,9,211000
1456,3,33,148500
1978,4,40,176000
816,3,26,130500
774,3,76,79000
1382,2,66,128500
1720,3,3,183500
1092,3,39,88000
1651,3,22,184000
1294,3,108,106250
2514,4,16,250000
1564,3,68,174500
1269,3,48,155000
1605,3,95,107400
1218,3,35,91500
935,2,78,79500
2098,3,1,275500
1935,3,31,197900
1701,3,32,171000
1414,3,6,185500
1768,2,92,163000
1436,3,4,210000
882,1,51,103200
1296,2,8,220000
1573,3,10,177500
2392,3,6,386250
1224,2,10,165000
1217,3,19,173000
1328,2,48,170000
1137,2,19,176000
1844,3,33,190000
1057,3,57,109000
1728,6,43,142600
1629,3,5,270000
1188,3,51,142000
1214,3,91,105000
1113,3,59,147000
1502,1,25,212000
1383,3,54,165000
1060,3,42,154000
1250,2,2,171900
1851,3,43,187000
2287,3,53,225000
1393,3,53,135500
1190,3,44,132500
1268,2,56,132000
1218,2,0,208300
1445,3,45,158000
1040,3,32,150500
1269,2,6,192000
1801,3,1,239900
1742,2,21,275000
1494,3,67,177500
1344,4,92,98000
1511,3,9,185000
952,2,52,135750
1229,3,53,135000
1960,4,8,216500
1888,2,44,190000
1812,4,45,169500
1120,3,0,147000
1920,4,48,172500
1114,3,4,159000
2031,3,6,237000
1218,3,34,118000
1684,2,3,266000
1680,4,31,136905
1593,3,17,178000
1402,2,1,194201
1370,2,1,202500
912,2,43,147000
816,2,25,124500
1173,3,36,170000
2610,4,0,303477
1980,3,2,315000
1661,3,53,165500
1982,3,18,228500
2090,3,12,240000
1148,2,54,123500
1664,3,6,172400
2156,3,38,262500
1097,3,15,145000
1200,3,22,179000
5642,3,0,160000
1936,3,6,230500
1328,3,47,143000
1352,2,1,208900
999,3,47,178400
2094,4,6,263000
1876,4,34,185000
4316,4,13,755000
912,3,47,142000
1709,3,2,130000
1316,3,1,169990
1666,3,83,161000
1682,3,12,200500
1144,3,54,129000
2046,3,1,372500
2365,3,10,337000
1932,2,0,394617
1146,3,4,187500
1602,3,32,215000
2466,4,3,340000
2097,3,15,228000
988,2,36,91000
1475,4,29,127000
1394,3,2,167500
1214,2,42,140000
2126,3,42,185000
3112,4,88,235000
1482,3,15,163900
1828,3,0,314813
1458,2,8,176000
1056,3,42,142000
1200,2,6,151000
918,2,31,99500
1686,3,26,207500
1040,3,13,152000
1513,4,87,137500
1040,2,56,109900
1456,2,3,215000
1008,2,54,134500
1158,3,79,120000
1768,3,2,212000
1218,3,34,113000
2324,4,1,345000
1077,2,87,67000
1734,3,44,159000
1073,2,85,108480
1863,4,0,219210
848,1,6,144000
2519,4,17,335000
1779,3,51,170000
1232,3,24,162500
2364,2,1,611657
1478,3,52,156500
882,2,52,97000
1536,3,6,214000
2097,3,8,274300
2344,3,13,265000
1472,3,16,160000
1220,2,55,102000
1824,4,39,139000
1494,2,11,270000
1426,3,32,159500
4676,3,0,184750
1795,3,6,230000
1352,3,48,130000
1141,3,1,142500
1040,2,57,87500
1604,3,11,181000
970,2,44,132500
1248,2,1,167240
1224,2,0,173733
1261,3,50,163000
1082,2,59,119200
1069,2,33,127500
1786,3,10,204750
1664,4,45,100000
1391,2,4,196000
1208,2,4,206000
1200,4,83,125000
1889,4,97,122000
1078,2,60,142125
2013,3,11,269790
816,3,17,118500
1824,2,36,302000
1138,3,49,145000
630,1,39,86000
1389,2,32,170000
1128,2,52,118000
789,2,81,96500
800,1,73,60000
1040,2,60,90000
1496,3,0,225000
1125,2,1,155000
1464,3,46,175000
1516,3,45,167000
988,1,37,180000
1486,3,45,167000
796,2,98,85000
1588,4,49,134432
1939,3,0,266000
1458,3,62,97500
1962,3,0,239799
2084,2,1,385000
1949,3,17,236000
2149,1,6,239686
864,2,87,99900
1718,3,3,337500
864,3,31,136500
1614,3,1,221500
2198,4,8,250000
1657,3,37,163500
3447,4,73,381000
1422,3,27,175500
2110,3,42,244000
1334,2,32,167900
1689,3,53,127500
985,3,31,149900
1258,3,37,145000
1482,4,83,140000
1652,2,3,325000
2243,4,17,225000
1868,4,33,197500
1432,3,5,188500
969,3,32,122000
1477,3,81,145000
1470,3,10,177000
2196,3,19,271900
1208,2,84,103000
1559,2,59,153500
1072,2,3,148000
2019,3,99,167500
1053,3,49,145500
1310,3,1,164990
1080,3,24,134000
2730,4,21,301000
1339,3,51,139000
1102,2,3,148800
2452,4,2,309000
1063,3,56,128000
1392,3,51,166000
1902,3,51,335000
2078,3,1,339750
1617,2,15,193000
1601,3,9,272000
1301,2,85,100000
2260,3,14,328000
1375,2,52,140000
1981,4,81,135000
2084,4,6,233000
1578,3,65,133000
1096,2,84,79000
1894,4,8,214900
1026,3,30,147000
1520,3,55,153000
1419,2,0,392000
864,2,47,120000
1584,4,42,124000
1296,2,39,90000
1348,3,40,155000
1466,3,2,201000
2290,4,6,255900
968,4,80,64500
1431,3,10,192000
2828,4,1,424870
1230,3,60,121600
2127,3,14,271000
912,2,59,80500
3194,4,73,359100
1802,4,86,200100
894,3,34,149900
899,3,42,130000
1166,2,3,190000
1846,3,58,143000
1630,3,9,213000
2080,3,83,234000
1456,4,58,91500
1718,3,2,297000
1947,3,6,254900
1004,2,40,149000
1740,3,67,219500
825,2,53,125000
2448,4,15,402000
1472,3,82,125000
1248,2,77,87000
2136,4,55,137900
1548,3,31,155000
1958,3,3,250000
1250,2,1,164700
1688,4,11,200000
987,2,38,106000
900,3,59,134800
1196,3,89,110000
1416,3,38,179900
2794,4,14,403000
1297,3,55,153000
1494,3,9,217000
1771,3,49,115000
1969,3,30,190000
1868,3,23,178000
1537,3,46,174000
848,1,4,141000
1456,3,1,155835
2704,4,37,345000
1412,4,70,132500
1640,3,54,224000
1314,3,0,229456
1632,3,8,176500
2822,4,1,582933
2668,3,5,412500
1416,3,11,155000
1622,3,46,168000
1489,3,0,232600
1948,4,2,195000
1090,2,2,157000
480,1,57,35311
1252,1,48,235000
864,3,34,128500
1368,2,1,202665
1567,2,32,196000
1490,3,4,184000
1818,4,76,169500
1473,1,41,143000
1052,3,38,138500
1298,3,21,180000
1360,3,52,130000
1993,4,35,190000
1620,3,33,150000
2450,3,11,340000
1092,3,44,145000
1762,4,86,157000
1005,2,54,115000
1774,2,77,129900
1360,1,25,187500
1294,3,17,179200
1103,2,81,110500
1728,4,30,188000
2291,4,7,230000
1236,3,45,135000
1395,3,37,162000
2230,5,94,118500
987,2,33,83000
1116,3,48,160000
1478,3,49,157500
1122,2,60,147000
764,2,83,73000
1710,2,1,372402
1652,2,7,251000
1620,4,38,152000
1188,3,48,157900
1646,2,4,275000
1717,3,3,255500
925,2,44,117500
1304,3,32,115000
1923,3,18,190000
2872,4,15,285000
2035,3,9,222500
1572,3,12,168000
1057,3,45,132000
1374,2,89,105000
1392,2,41,110000
1414,2,2,178740
1656,3,93,135000
932,2,57,124000
1507,4,48,127000
2153,3,9,313000
1728,6,43,125000
1026,3,40,156000
1734,4,32,126000
1713,3,5,274900
1712,4,47,145000
1262,2,0,185000
1003,3,22,142500
1588,3,1,227000
672,2,68,108000
1199,2,15,153900
1752,4,22,164000
1284,2,62,110000
1099,3,13,144000
1668,3,4,180000
2526,5,91,136000
2633,2,6,466500
1265,3,43,179900
1184,5,96,81000
1970,3,0,281000
1481,3,15,174000
2267,4,7,200000
1766,2,0,370878
1262,3,31,181500
2259,3,54,217000
1164,3,37,140000
1500,2,0,246578
980,4,31,127500
2447,4,91,169000
948,3,53,111000
1258,2,1,172500
1167,3,87,144000
1050,2,53,128900
2380,3,42,129000
1422,3,3,179600
1788,5,52,161500
1072,2,1,140000
1472,3,29,187500
1510,4,69,108000
1228,2,20,189000
1659,2,9,278000
1382,3,6,165000
1350,3,44,168500
3395,8,93,200000
2167,3,33,294000
1344,2,49,144000
1054,3,39,151000
2358,4,136,122000
3140,4,1,485000
1839,4,44,155000
1665,3,8,227000
1446,3,12,175000
1839,4,12,221000
1795,4,54,131500
816,2,49,129900
935,3,41,137000
1624,2,12,262000
928,2,51,132000
2337,5,107,90000
1680,3,11,213250
1212,3,8,178000
1320,3,4,162000
1176,2,72,134900
1073,3,42,156000
1588,3,7,214000
1504,2,3,191000
1647,4,95,128000
1524,3,49,144000
2715,4,32,299800
1646,3,1,248900
1535,4,30,118858
1632,4,42,173000
2062,3,19,277000
1034,2,67,109000
773,2,55,110000
1268,3,60,133000
1550,2,3,241000
3279,4,7,538000
2169,3,5,228500
1553,3,1,186500
3082,5,89,197000
981,3,36,143250
630,1,38,75500
1800,2,2,239000
1776,4,51,110000
1761,3,0,227875
1225,3,51,128950
1576,3,86,223500
2172,3,1,280000
1322,3,35,147000
1240,2,1,194000
1991,3,75,220000
1905,3,1,320000
1430,3,8,187100
1310,2,82,112000
1682,3,38,174000
1989,3,4,255000
1324,3,41,160000
1132,2,3,176000
987,2,34,94500
1691,3,86,127000
1919,3,0,233230
1344,2,11,206300
788,2,65,100000
924,3,33,110000
1694,3,2,245350
1247,1,1,197000
1665,3,1,205950
1437,3,31,218000
1664,3,59,159000
2473,4,3,317000
1253,2,48,157000
1572,3,44,186700
1611,4,44,167900
886,2,71,91300
1301,2,0,187750
1224,2,30,153337
1714,3,22,196500
1954,3,69,311500
1895,3,14,194500
990,3,13,126000
1717,3,17,187500
1215,3,51,155000
864,3,39,124500
1950,3,10,239000
1506,2,1,213490
1339,2,16,180000
1663,2,54,256000
2340,4,69,266500
1052,3,39,155000
1363,2,54,241500
1077,3,84,91000
848,1,4,149000
1541,3,5,220000
2031,3,10,222500
2263,4,8,258000
1092,3,80,55000
2210,5,127,117500
1535,3,6,214000
2898,2,32,287000
1376,3,66,105000
2021,3,0,274725
1100,3,48,141000
1561,2,2,277500
2020,4,30,144000
1363,2,58,164900
1236,2,53,149700
1687,3,62,160000
964,2,88,163500
1668,3,7,232000
858,2,36,110000
2504,4,3,325000
1571,3,0,239000
1004,2,29,135000
1217,3,29,120000
1494,3,1,279500
1959,3,1,270000
1915,3,14,220000
2332,3,1,426000
1616,3,1,232000
2161,3,0,325624
1800,6,46,141000
2376,4,1,325300
630,1,37,84500
1314,2,2,230000
1144,3,47,139950
1357,2,49,177000
2295,4,14,268000
2201,4,40,274970
1362,2,2,194700
858,2,52,116500
1479,4,35,184000
894,3,53,110000
2576,4,0,361919
864,3,48,129900
996,2,18,147000
1493,3,11,208900
2654,4,38,250000
1140,3,100,96500
1314,3,53,145000
1108,3,77,139400
1913,3,81,177000
1135,3,73,155000
1660,3,7,195000
2121,3,1,415298
1337,3,4,185000
912,2,42,115000
1125,3,33,125000
1086,3,40,159950
1577,3,67,140200
1117,3,34,107000
1861,3,4,200000
2054,3,9,244000
1131,3,68,66500
1555,2,2,174000
1294,2,0,193879
1526,2,94,85000
1629,3,6,284000
2076,2,0,465000
1634,3,1,250000
1080,3,50,136000
990,3,14,145000
1324,3,73,128000
2020,3,14,239500
1983,3,10,225000
1148,3,50,132500
936,2,27,140000
